category;code;description;country_code;source
ape;46.66Z;Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau;FR;insee
ape;46.69A;Commerce de gros (commerce interentreprises) de matériel électrique;FR;insee
ape;46.69B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers;FR;insee
ape;46.69C;Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services;FR;insee
ape;46.71Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;FR;insee
ape;46.72Z;Commerce de gros (commerce interentreprises) de minerais et métaux;FR;insee
ape;46.73A;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction;FR;insee
ape;46.73B;Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration;FR;insee
ape;46.74A;Commerce de gros (commerce interentreprises) de quincaillerie;FR;insee
ape;46.74B;Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage;FR;insee
ape;46.75Z;Commerce de gros (commerce interentreprises) de produits chimiques;FR;insee
ape;46.76Z;Commerce de gros (commerce interentreprises) d'autres produits intermédiaires;FR;insee
ape;46.77Z;Commerce de gros (commerce interentreprises) de déchets et débris;FR;insee
ape;46.90Z;Commerce de gros (commerce interentreprises) non spécialisé;FR;insee
ape;47.11A;Commerce de détail de produits surgelés;FR;insee
ape;47.11B;Commerce d'alimentation générale;FR;insee
ape;47.11C;Supérettes;FR;insee
ape;47.11D;Supermarchés;FR;insee
ape;47.11E;Magasins multi-commerces;FR;insee
ape;47.11F;Hypermarchés;FR;insee
ape;47.19A;Grands magasins;FR;insee
ape;47.19B;Autres commerces de détail en magasin non spécialisé;FR;insee
ape;47.21Z;Commerce de détail de fruits et légumes en magasin spécialisé;FR;insee
ape;47.22Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;FR;insee
ape;47.23Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;FR;insee
ape;47.24Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;FR;insee
ape;47.25Z;Commerce de détail de boissons en magasin spécialisé;FR;insee
ape;47.26Z;Commerce de détail de produits à base de tabac en magasin spécialisé;FR;insee
ape;47.29Z;Autres commerces de détail alimentaires en magasin spécialisé;FR;insee
ape;47.30Z;Commerce de détail de carburants en magasin spécialisé;FR;insee
ape;47.41Z;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;FR;insee
ape;47.42Z;Commerce de détail de matériels de télécommunication en magasin spécialisé;FR;insee
ape;47.43Z;Commerce de détail de matériels audio et vidéo en magasin spécialisé;FR;insee
ape;47.51Z;Commerce de détail de textiles en magasin spécialisé;FR;insee
ape;47.52A;Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m2);FR;insee
ape;47.52B;Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m2et plus);FR;insee
ape;47.53Z;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé;FR;insee
ape;47.54Z;Commerce de détail d'appareils électroménagers en magasin spécialisé;FR;insee
ape;47.59A;Commerce de détail de meubles;FR;insee
ape;47.59B;Commerce de détail d'autres équipements du foyer;FR;insee
ape;47.61Z;Commerce de détail de livres en magasin spécialisé;FR;insee
ape;47.62Z;Commerce de détail de journaux et papeterie en magasin spécialisé;FR;insee
ape;47.63Z;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé;FR;insee
ape;47.64Z;Commerce de détail d'articles de sport en magasin spécialisé;FR;insee
ape;47.65Z;Commerce de détail de jeux et jouets en magasin spécialisé;FR;insee
ape;47.71Z;Commerce de détail d'habillement en magasin spécialisé;FR;insee
ape;47.72A;Commerce de détail de la chaussure;FR;insee
ape;47.72B;Commerce de détail de maroquinerie et d'articles de voyage;FR;insee
ape;47.73Z;Commerce de détail de produits pharmaceutiques en magasin spécialisé;FR;insee
ape;47.74Z;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé;FR;insee
ape;47.75Z;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé;FR;insee
ape;47.76Z;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé;FR;insee
ape;47.77Z;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé;FR;insee
ape;47.78A;Commerces de détail d'optique;FR;insee
ape;47.78B;Commerces de détail de charbons et combustibles;FR;insee
ape;47.78C;Autres commerces de détail spécialisés divers;FR;insee
ape;47.79Z;Commerce de détail de biens d'occasion en magasin;FR;insee
ape;47.81Z;Commerce de détail alimentaire sur éventaires et marchés;FR;insee
ape;47.82Z;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés;FR;insee
ape;47.89Z;Autres commerces de détail sur éventaires et marchés;FR;insee
ape;47.91A;Vente à distance sur catalogue général;FR;insee
ape;47.91B;Vente à distance sur catalogue spécialisé;FR;insee
ape;47.99A;Vente à domicile;FR;insee
ape;47.99B;Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.;FR;insee
ape;49.10Z;Transport ferroviaire interurbain de voyageurs;FR;insee
ape;49.20Z;Transports ferroviaires de fret;FR;insee
ape;49.31Z;Transports urbains et suburbains de voyageurs;FR;insee
ape;49.32Z;Transports de voyageurs par taxis;FR;insee
ape;49.39A;Transports routiers réguliers de voyageurs;FR;insee
ape;49.39B;Autres transports routiers de voyageurs;FR;insee
ape;49.39C;Téléphériques et remontées mécaniques;FR;insee
ape;49.41A;Transports routiers de fret interurbains;FR;insee
ape;49.41B;Transports routiers de fret de proximité;FR;insee
ape;49.41C;Location de camions avec chauffeur;FR;insee
ape;49.42Z;Services de déménagement;FR;insee
ape;49.50Z;Transports par conduites;FR;insee
ape;50.10Z;Transports maritimes et côtiers de passagers;FR;insee
ape;50.20Z;Transports maritimes et côtiers de fret;FR;insee
ape;50.30Z;Transports fluviaux de passagers;FR;insee
ape;50.40Z;Transports fluviaux de fret;FR;insee
ape;51.10Z;Transports aériens de passagers;FR;insee
ape;51.21Z;Transports aériens de fret;FR;insee
ape;51.22Z;Transports spatiaux;FR;insee
ape;52.10A;Entreposage et stockage frigorifique;FR;insee
ape;52.10B;Entreposage et stockage non frigorifique;FR;insee
ape;52.21Z;Services auxiliaires des transports terrestres;FR;insee
ape;52.22Z;Services auxiliaires des transports par eau;FR;insee
ape;52.23Z;Services auxiliaires des transports aériens;FR;insee
ape;52.24A;Manutention portuaire;FR;insee
ape;52.24B;Manutention non portuaire;FR;insee
ape;52.29A;Messagerie, fret express;FR;insee
ape;52.29B;Affrètement et organisation des transports;FR;insee
ape;53.10Z;Activités de poste dans le cadre d'une obligation de service universel;FR;insee
ape;53.20Z;Autres activités de poste et de courrier;FR;insee
ape;55.10Z;Hôtels et hébergement similaire;FR;insee
ape;55.20Z;Hébergement touristique et autre hébergement de courte durée;FR;insee
ape;55.30Z;Terrains de camping et parcs pour caravanes ou véhicules de loisirs;FR;insee
ape;55.90Z;Autres hébergements;FR;insee
ape;56.10A;Restauration traditionnelle;FR;insee
ape;56.10B;Cafétérias et autres libres-services;FR;insee
ape;56.10C;Restauration de type rapide;FR;insee
ape;56.21Z;Services des traiteurs;FR;insee
ape;56.29A;Restauration collective sous contrat;FR;insee
ape;56.29B;Autres services de restauration n.c.a.;FR;insee
ape;56.30Z;Débits de boissons;FR;insee
ape;58.11Z;Édition de livres;FR;insee
ape;58.12Z;Édition de répertoires et de fichiers d'adresses;FR;insee
ape;58.13Z;Édition de journaux;FR;insee
ape;58.14Z;Édition de revues et périodiques;FR;insee
ape;58.19Z;Autres activités d'édition;FR;insee
ape;58.21Z;Édition de jeux électroniques;FR;insee
ape;58.29A;Édition de logiciels système et de réseau;FR;insee
ape;58.29B;Edition de logiciels outils de développement et de langages;FR;insee
ape;58.29C;Edition de logiciels applicatifs;FR;insee
ape;59.11A;Production de films et de programmes pour la télévision;FR;insee
ape;59.11B;Production de films institutionnels et publicitaires;FR;insee
ape;59.11C;Production de films pour le cinéma;FR;insee
ape;59.12Z;Post-production de films cinématographiques, de vidéo et de programmes de télévision;FR;insee
ape;59.13A;Distribution de films cinématographiques;FR;insee
ape;59.13B;Edition et distribution vidéo;FR;insee
ape;59.14Z;Projection de films cinématographiques;FR;insee
ape;59.20Z;Enregistrement sonore et édition musicale;FR;insee
ape;60.10Z;Édition et diffusion de programmes radio;FR;insee
ape;60.20A;Edition de chaînes généralistes;FR;insee
ape;60.20B;Edition de chaînes thématiques;FR;insee
ape;61.10Z;Télécommunications filaires;FR;insee
ape;61.20Z;Télécommunications sans fil;FR;insee
ape;61.30Z;Télécommunications par satellite;FR;insee
ape;61.90Z;Autres activités de télécommunication;FR;insee
ape;62.01Z;Programmation informatique;FR;insee
ape;62.02A;Conseil en systèmes et logiciels informatiques;FR;insee
ape;62.02B;Tierce maintenance de systèmes et d’applications informatiques;FR;insee
ape;62.03Z;Gestion d'installations informatiques;FR;insee
ape;62.09Z;Autres activités informatiques;FR;insee
ape;63.11Z;Traitement de données, hébergement et activités connexes;FR;insee
ape;63.12Z;Portails Internet;FR;insee
ape;63.91Z;Activités des agences de presse;FR;insee
ape;63.99Z;Autres services d'information n.c.a.;FR;insee
ape;64.11Z;Activités de banque centrale;FR;insee
ape;64.19Z;Autres intermédiations monétaires;FR;insee
ape;64.20Z;Activités des sociétés holding;FR;insee
ape;64.30Z;Fonds de placement et entités financières similaires;FR;insee
ape;64.91Z;Crédit-bail;FR;insee
ape;64.92Z;Autre distribution de crédit;FR;insee
ape;64.99Z;Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.;FR;insee
ape;65.11Z;Assurance vie;FR;insee
ape;65.12Z;Autres assurances;FR;insee
ape;65.20Z;Réassurance;FR;insee
ape;65.30Z;Caisses de retraite;FR;insee
ape;66.11Z;Administration de marchés financiers;FR;insee
ape;66.12Z;Courtage de valeurs mobilières et de marchandises;FR;insee
ape;66.19A;Supports juridiques de gestion de patrimoine mobilier;FR;insee
ape;66.19B;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.;FR;insee
ape;66.21Z;Évaluation des risques et dommages;FR;insee
ape;66.22Z;Activités des agents et courtiers d'assurances;FR;insee
ape;66.29Z;Autres activités auxiliaires d'assurance et de caisses de retraite;FR;insee
ape;66.30Z;Gestion de fonds;FR;insee
ape;68.10Z;Activités des marchands de biens immobiliers;FR;insee
ape;68.20A;Location de logements;FR;insee
ape;68.20B;Location de terrains et d'autres biens immobiliers;FR;insee
ape;68.31Z;Agences immobilières;FR;insee
ape;68.32A;Administration d'immeubles et autres biens immobiliers;FR;insee
ape;68.32B;Supports juridiques de gestion de patrimoine immobilier;FR;insee
ape;69.10Z;Activités juridiques;FR;insee
ape;69.20Z;Activités comptables;FR;insee
ape;70.10Z;Activités des sièges sociaux;FR;insee
ape;70.21Z;Conseil en relations publiques et communication;FR;insee
ape;70.22Z;Conseil pour les affaires et autres conseils de gestion;FR;insee
ape;71.11Z;Activités d'architecture;FR;insee
ape;71.12A;Activité des géomètres;FR;insee
ape;71.12B;Ingénierie, études techniques;FR;insee
ape;71.20A;Contrôle technique automobile;FR;insee
ape;71.20B;Analyses, essais et inspections techniques;FR;insee
ape;72.11Z;Recherche-développement en biotechnologie;FR;insee
ape;72.19Z;Recherche-développement en autres sciences physiques et naturelles;FR;insee
ape;72.20Z;Recherche-développement en sciences humaines et sociales;FR;insee
ape;73.11Z;Activités des agences de publicité;FR;insee
ape;73.12Z;Régie publicitaire de médias;FR;insee
ape;73.20Z;Études de marché et sondages;FR;insee
ape;74.10Z;Activités spécialisées de design;FR;insee
ape;74.20Z;Activités photographiques;FR;insee
ape;74.30Z;Traduction et interprétation;FR;insee
ape;74.90A;Activité des économistes de la construction;FR;insee
ape;74.90B;Activités spécialisées, scientifiques et techniques diverses;FR;insee
ape;75.00Z;Activités vétérinaires;FR;insee
ape;77.11A;Location de courte durée de voitures et de véhicules automobiles légers;FR;insee
ape;77.11B;Location de longue durée de voitures et de véhicules automobiles légers;FR;insee
ape;77.12Z;Location et location-bail de camions;FR;insee
ape;77.21Z;Location et location-bail d'articles de loisirs et de sport;FR;insee
ape;77.22Z;Location de vidéocassettes et disques vidéo;FR;insee
ape;77.29Z;Location et location-bail d'autres biens personnels et domestiques;FR;insee
ape;77.31Z;Location et location-bail de machines et équipements agricoles;FR;insee
ape;77.32Z;Location et location-bail de machines et équipements pour la construction;FR;insee
ape;77.33Z;Location et location-bail de machines de bureau et de matériel informatique;FR;insee
ape;77.34Z;Location et location-bail de matériels de transport par eau;FR;insee
ape;77.35Z;Location et location-bail de matériels de transport aérien;FR;insee
ape;77.39Z;Location et location-bail d'autres machines, équipements et biens matériels n.c.a.;FR;insee
ape;77.40Z;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright;FR;insee
ape;78.10Z;Activités des agences de placement de main-d'œuvre;FR;insee
ape;78.20Z;Activités des agences de travail temporaire;FR;insee
ape;78.30Z;Autre mise à disposition de ressources humaines;FR;insee
ape;79.11Z;Activités des agences de voyage;FR;insee
ape;79.12Z;Activités des voyagistes;FR;insee
ape;79.90Z;Autres services de réservation et activités connexes;FR;insee
ape;80.10Z;Activités de sécurité privée;FR;insee
ape;80.20Z;Activités liées aux systèmes de sécurité;FR;insee
ape;80.30Z;Activités d'enquête;FR;insee
ape;81.10Z;Activités combinées de soutien lié aux bâtiments;FR;insee
ape;81.21Z;Nettoyage courant des bâtiments;FR;insee
ape;81.22Z;Autres activités de nettoyage des bâtiments et nettoyage industriel;FR;insee
ape;81.29A;Désinfection, désinsectisation, dératisation;FR;insee
ape;81.29B;Autres activités de nettoyage n.c.a.;FR;insee
ape;81.30Z;Services d'aménagement paysager;FR;insee
ape;82.11Z;Services administratifs combinés de bureau;FR;insee
ape;82.19Z;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau;FR;insee
ape;82.20Z;Activités de centres d'appels;FR;insee
ape;82.30Z;Organisation de foires, salons professionnels et congrès;FR;insee
ape;82.91Z;Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle;FR;insee
ape;82.92Z;Activités de conditionnement;FR;insee
ape;82.99Z;Autres activités de soutien aux entreprises n.c.a.;FR;insee
ape;84.11Z;Administration publique générale;FR;insee
ape;84.12Z;Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale;FR;insee
ape;84.13Z;Administration publique (tutelle) des activités économiques;FR;insee
ape;84.21Z;Affaires étrangères;FR;insee
ape;84.22Z;Défense;FR;insee
ape;84.23Z;Justice;FR;insee
ape;84.24Z;Activités d’ordre public et de sécurité;FR;insee
ape;84.25Z;Services du feu et de secours;FR;insee
ape;84.30A;Activités générales de sécurité sociale;FR;insee
ape;84.30B;Gestion des retraites complémentaires;FR;insee
ape;84.30C;Distribution sociale de revenus;FR;insee
ape;85.10Z;Enseignement pré-primaire;FR;insee
ape;85.20Z;Enseignement primaire;FR;insee
ape;85.31Z;Enseignement secondaire général;FR;insee
ape;85.32Z;Enseignement secondaire technique ou professionnel;FR;insee
ape;85.41Z;Enseignement post-secondaire non supérieur;FR;insee
ape;85.42Z;Enseignement supérieur;FR;insee
ape;85.51Z;Enseignement de disciplines sportives et d'activités de loisirs;FR;insee
ape;85.52Z;Enseignement culturel;FR;insee
ape;85.53Z;Enseignement de la conduite;FR;insee
ape;85.59A;Formation continue d'adultes;FR;insee
ape;85.59B;Autres enseignements;FR;insee
ape;85.60Z;Activités de soutien à l'enseignement;FR;insee
ape;86.10Z;Activités hospitalières;FR;insee
ape;86.21Z;Activité des médecins généralistes;FR;insee
ape;86.22A;Activités de radiodiagnostic et de radiothérapie;FR;insee
ape;86.22B;Activités chirurgicales;FR;insee
ape;86.22C;Autres activités des médecins spécialistes;FR;insee
ape;86.23Z;Pratique dentaire;FR;insee
ape;86.90A;Ambulances;FR;insee
ape;86.90B;Laboratoires d'analyses médicales;FR;insee
ape;86.90C;Centres de collecte et banques d'organes;FR;insee
ape;86.90D;Activités des infirmiers et des sages-femmes;FR;insee
ape;86.90E;Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues;FR;insee
ape;86.90F;Activités de santé humaine non classées ailleurs;FR;insee
ape;87.10A;Hébergement médicalisé pour personnes âgées;FR;insee
ape;87.10B;Hébergement médicalisé pour enfants handicapés;FR;insee
ape;87.10C;Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé;FR;insee
ape;87.20A;Hébergement social pour handicapés mentaux et malades mentaux;FR;insee
ape;87.20B;Hébergement social pour toxicomanes;FR;insee
ape;87.30A;Hébergement social pour personnes âgées;FR;insee
ape;87.30B;Hébergement social pour handicapés  physiques;FR;insee
ape;87.90A;Hébergement social pour enfants en difficultés;FR;insee
ape;87.90B;Hébergement social pour adultes et familles en difficultés et autre hébergement social;FR;insee
ape;88.10A;Aide à domicile;FR;insee
ape;88.10B;Accueil ou accompagnement sans hébergement d’adultes handicapés ou de  personnes âgées;FR;insee
ape;88.10C;Aide par le travail;FR;insee
ape;88.91A;Accueil de jeunes enfants;FR;insee
ape;88.91B;Accueil ou accompagnement sans hébergement d’enfants handicapés;FR;insee
ape;88.99A;"Autre accueil ou accompagnement sans hébergement d’enfants
 et d’adolescents";FR;insee
ape;88.99B;Action sociale sans hébergement n.c.a.;FR;insee
ape;90.01Z;Arts du spectacle vivant;FR;insee
ape;90.02Z;Activités de soutien au spectacle vivant;FR;insee
ape;90.03A;Création artistique relevant des arts plastiques;FR;insee
ape;90.03B;Autre création artistique;FR;insee
ape;90.04Z;Gestion de salles de spectacles;FR;insee
ape;91.01Z;Gestion des bibliothèques et des archives;FR;insee
ape;91.02Z;Gestion des musées;FR;insee
ape;91.03Z;Gestion des sites et monuments historiques et des attractions touristiques similaires;FR;insee
ape;91.04Z;Gestion des jardins botaniques et zoologiques et des réserves naturelles;FR;insee
ape;92.00Z;Organisation de jeux de hasard et d'argent;FR;insee
ape;93.11Z;Gestion d'installations sportives;FR;insee
ape;93.12Z;Activités de clubs de sports;FR;insee
ape;93.13Z;Activités des centres de culture physique;FR;insee
ape;93.19Z;Autres activités liées au sport;FR;insee
ape;93.21Z;Activités des parcs d'attractions et parcs à thèmes;FR;insee
ape;93.29Z;Autres activités récréatives et de loisirs;FR;insee
ape;94.11Z;Activités des organisations patronales et consulaires;FR;insee
ape;94.12Z;Activités des organisations professionnelles;FR;insee
ape;94.20Z;Activités des syndicats de salariés;FR;insee
ape;94.91Z;Activités des organisations religieuses;FR;insee
ape;94.92Z;Activités des organisations politiques;FR;insee
ape;94.99Z;Autres organisations fonctionnant par adhésion volontaire;FR;insee
ape;95.11Z;Réparation d'ordinateurs et d'équipements périphériques;FR;insee
ape;95.12Z;Réparation d'équipements de communication;FR;insee
ape;95.21Z;Réparation de produits électroniques grand public;FR;insee
ape;95.22Z;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin;FR;insee
ape;95.23Z;Réparation de chaussures et d'articles en cuir;FR;insee
ape;95.24Z;Réparation de meubles et d'équipements du foyer;FR;insee
ape;95.25Z;Réparation d'articles d'horlogerie et de bijouterie;FR;insee
ape;95.29Z;Réparation d'autres biens personnels et domestiques;FR;insee
ape;96.01A;Blanchisserie-teinturerie de gros;FR;insee
ape;96.01B;Blanchisserie-teinturerie de détail;FR;insee
ape;96.02A;Coiffure;FR;insee
ape;96.02B;Soins de beauté;FR;insee
ape;96.03Z;Services funéraires;FR;insee
ape;96.04Z;Entretien corporel;FR;insee
ape;96.09Z;Autres services personnels n.c.a.;FR;insee
ape;97.00Z;Activités des ménages en tant qu'employeurs de personnel domestique;FR;insee
ape;98.10Z;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre;FR;insee
ape;98.20Z;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre;FR;insee
ape;99.00Z;Activités des organisations et organismes extraterritoriaux;FR;insee
legalform;0;Entrepreneur;FR;INSEE
legalform;00;Organisme de placement collectif en valeurs mobilières sans personnalité morale;FR;INSEE
legalform;0000;Organisme de placement collectif en valeurs mobilières sans personnalité morale;FR;INSEE
legalform;1;Entrepreneur individuel;FR;INSEE
legalform;10;Entrepreneur individuel;FR;INSEE
legalform;1000;Entrepreneur individuel;FR;INSEE
legalform;2;Groupement de droit privé non doté de la personnalité morale;FR;INSEE
legalform;21;Indivision;FR;INSEE
legalform;2110;Indivision entre personnes physiques;FR;INSEE
legalform;2120;Indivision avec personne morale;FR;INSEE
legalform;22;Société créée de fait;FR;INSEE
legalform;2210;Société créée de fait entre personnes physiques;FR;INSEE
legalform;2220;Société créée de fait avec personne morale;FR;INSEE
legalform;23;Société en participation;FR;INSEE
legalform;2310;Société en participation entre personnes physiques;FR;INSEE
legalform;2320;Société en participation avec personne morale;FR;INSEE
legalform;2385;Société en participation de professions libérales;FR;INSEE
legalform;24;Fiducie;FR;INSEE
legalform;2400;Fiducie;FR;INSEE
legalform;27;Paroisse hors zone concordataire;FR;INSEE
legalform;2700;Paroisse hors zone concordataire;FR;INSEE
legalform;28;Assujetti unique à la TVA;FR;INSEE
legalform;2800;Assujetti unique à la TVA;FR;INSEE
legalform;29;Autre groupement de droit privé non doté de la personnalité morale;FR;INSEE
legalform;2900;Autre groupement de droit privé non doté de la personnalité morale;FR;INSEE
legalform;3;Personne morale de droit étranger;FR;INSEE
legalform;31;Personne morale de droit étranger, immatriculée au RCS (registre du commerce et des sociétés);FR;INSEE
legalform;3110;Représentation ou agence commerciale d'état ou organisme public étranger immatriculé au RCS;FR;INSEE
legalform;3120;Société commerciale étrangère immatriculée au RCS;FR;INSEE
legalform;32;Personne morale de droit étranger, non immatriculée au RCS;FR;INSEE
legalform;3205;Organisation internationale;FR;INSEE
legalform;3210;État, collectivité ou établissement public étranger;FR;INSEE
legalform;3220;Société étrangère non immatriculée au RCS;FR;INSEE
legalform;3290;Autre personne morale de droit étranger;FR;INSEE
legalform;4;Personne morale de droit public soumise au droit commercial;FR;INSEE
legalform;41;Etablissement public ou régie à caractère industriel ou commercial;FR;INSEE
legalform;4110;Établissement public national à caractère industriel ou commercial doté d'un comptable public;FR;INSEE
legalform;4120;Établissement public national à caractère industriel ou commercial non doté d'un comptable public;FR;INSEE
legalform;4130;Exploitant public;FR;INSEE
legalform;4140;Établissement public local à caractère industriel ou commercial;FR;INSEE
legalform;4150;Régie d'une collectivité locale à caractère industriel ou commercial;FR;INSEE
legalform;4160;Institution Banque de France;FR;INSEE
legalform;5;Société commerciale;FR;INSEE
legalform;51;Société coopérative commerciale particulière;FR;INSEE
legalform;5191;Société de caution mutuelle;FR;INSEE
legalform;5192;Société coopérative de banque populaire;FR;INSEE
legalform;5193;Caisse de crédit maritime mutuel;FR;INSEE
legalform;5194;Caisse (fédérale) de crédit mutuel;FR;INSEE
legalform;5195;Association coopérative inscrite (droit local Alsace Moselle);FR;INSEE
legalform;5196;Caisse d'épargne et de prévoyance à forme coopérative;FR;INSEE
legalform;52;Société en nom collectif;FR;INSEE
legalform;5202;Société en nom collectif;FR;INSEE
legalform;5203;Société en nom collectif coopérative;FR;INSEE
legalform;53;Société en commandite;FR;INSEE
legalform;5306;Société en commandite simple;FR;INSEE
legalform;5307;Société en commandite simple coopérative;FR;INSEE
legalform;5308;Société en commandite par actions;FR;INSEE
legalform;5309;Société en commandite par actions coopérative;FR;INSEE
legalform;5310;Société en libre partenariat (SLP);FR;INSEE
legalform;5370;Société de Participations Financières de Profession Libérale Société en commandite par actions (SPFPL SCA);FR;INSEE
legalform;5385;Société d'exercice libéral en commandite par actions;FR;INSEE
legalform;54;Société à responsabilité limitée (SARL);FR;INSEE
legalform;5410;SARL nationale;FR;INSEE
legalform;5415;SARL d'économie mixte;FR;INSEE
legalform;5422;SARL immobilière pour le commerce et l'industrie (SICOMI);FR;INSEE
legalform;5426;SARL immobilière de gestion;FR;INSEE
legalform;5430;SARL d'aménagement foncier et d'équipement rural (SAFER);FR;INSEE
legalform;5431;SARL mixte d'intérêt agricole (SMIA);FR;INSEE
legalform;5432;SARL d'intérêt collectif agricole (SICA);FR;INSEE
legalform;5442;SARL d'attribution;FR;INSEE
legalform;5443;SARL coopérative de construction;FR;INSEE
legalform;5451;SARL coopérative de consommation;FR;INSEE
legalform;5453;SARL coopérative artisanale;FR;INSEE
legalform;5454;SARL coopérative d'intérêt maritime;FR;INSEE
legalform;5455;SARL coopérative de transport;FR;INSEE
legalform;5458;SARL coopérative de production (SCOP);FR;INSEE
legalform;5459;SARL union de sociétés coopératives;FR;INSEE
legalform;5460;Autre SARL coopérative;FR;INSEE
legalform;5470;Société de Participations Financières de Profession Libérale Société à responsabilité limitée (SPFPL SARL);FR;INSEE
legalform;5485;Société d'exercice libéral à responsabilité limitée;FR;INSEE
legalform;5499;Société à responsabilité limitée (sans autre indication);FR;INSEE
legalform;55;Société anonyme à conseil d'administration;FR;INSEE
legalform;5505;SA à participation ouvrière à conseil d'administration;FR;INSEE
legalform;5510;SA nationale à conseil d'administration;FR;INSEE
legalform;5515;SA d'économie mixte à conseil d'administration;FR;INSEE
legalform;5520;Fonds à forme sociétale à conseil d'administration;FR;INSEE
legalform;5522;SA immobilière pour le commerce et l'industrie (SICOMI) à conseil d'administration;FR;INSEE
legalform;5525;SA immobilière d'investissement à conseil d'administration;FR;INSEE
legalform;5530;SA d'aménagement foncier et d'équipement rural (SAFER) à conseil d'administration;FR;INSEE
legalform;5531;Société anonyme mixte d'intérêt agricole (SMIA) à conseil d'administration;FR;INSEE
legalform;5532;SA d'intérêt collectif agricole (SICA) à conseil d'administration;FR;INSEE
legalform;5542;SA d'attribution à conseil d'administration;FR;INSEE
legalform;5543;SA coopérative de construction à conseil d'administration;FR;INSEE
legalform;5546;SA de HLM à conseil d'administration;FR;INSEE
legalform;5547;SA coopérative de production de HLM à conseil d'administration;FR;INSEE
legalform;5548;SA de crédit immobilier à conseil d'administration;FR;INSEE
legalform;5551;SA coopérative de consommation à conseil d'administration;FR;INSEE
legalform;5552;SA coopérative de commerçants-détaillants à conseil d'administration;FR;INSEE
legalform;5553;SA coopérative artisanale à conseil d'administration;FR;INSEE
legalform;5554;SA coopérative (d'intérêt) maritime à conseil d'administration;FR;INSEE
legalform;5555;SA coopérative de transport à conseil d'administration;FR;INSEE
legalform;5558;SA coopérative de production  (SCOP) à conseil d'administration;FR;INSEE
legalform;5559;SA union de sociétés coopératives à conseil d'administration;FR;INSEE
legalform;5560;Autre SA coopérative à conseil d'administration;FR;INSEE
legalform;5570;Société de Participations Financières de Profession Libérale Société anonyme à conseil d'administration (SPFPL SA à conseil d'administration);FR;INSEE
legalform;5585;Société d'exercice libéral à forme anonyme à conseil d'administration;FR;INSEE
legalform;5599;SA à conseil d'administration (s.a.i.);FR;INSEE
legalform;56;Société anonyme à directoire;FR;INSEE
legalform;5605;SA à participation ouvrière à directoire;FR;INSEE
legalform;5610;SA nationale à directoire;FR;INSEE
legalform;5615;SA d'économie mixte à directoire;FR;INSEE
legalform;5620;Fonds à forme sociétale à directoire;FR;INSEE
legalform;5622;SA immobilière pour le commerce et l'industrie (SICOMI) à directoire;FR;INSEE
legalform;5625;SA immobilière d'investissement à directoire;FR;INSEE
legalform;5630;Safer anonyme à directoire;FR;INSEE
legalform;5631;SA mixte d'intérêt agricole (SMIA);FR;INSEE
legalform;5632;SA d'intérêt collectif agricole (SICA);FR;INSEE
legalform;5642;SA d'attribution à directoire;FR;INSEE
legalform;5643;SA coopérative de construction à directoire;FR;INSEE
legalform;5646;SA de HLM à directoire;FR;INSEE
legalform;5647;Société coopérative de production de HLM anonyme à directoire;FR;INSEE
legalform;5648;SA de crédit immobilier à directoire;FR;INSEE
legalform;5651;SA coopérative de consommation à directoire;FR;INSEE
legalform;5652;SA coopérative de commerçants-détaillants à directoire;FR;INSEE
